0,-1,844,217,19,53,0.776466,
0,-1,37,128,27,86,0.641842,
0,-1,53,308,15,34,0.535627,
0,-1,768,325,16,29,0.355136,
0,-1,324,291,12,25,0.195815,
0,-1,703,266,10,25,0.177481,
0,-1,636,202,28,36,0.479021,
0,-1,491,263,19,24,0.754846,
0,-1,786,412,20,56,0.754087,
0,-1,236,368,18,73,0.725232,
0,-1,292,359,21,73,0.583308,
0,-1,703,265,10,25,0.180316,
1,-1,844,217,19,53,0.777723,
1,-1,37,128,28,86,0.647954,
1,-1,53,308,15,34,0.585319,
1,-1,768,325,16,29,0.344887,
1,-1,324,291,12,25,0.211351,
1,-1,703,265,11,24,0.155716,
1,-1,636,202,28,36,0.486694,
1,-1,491,264,20,23,0.747803,
1,-1,787,411,21,59,0.795323,
1,-1,237,369,18,72,0.751259,
1,-1,294,360,18,72,0.615881,
1,-1,703,265,11,24,0.1642,
2,-1,844,217,19,53,0.778779,
2,-1,37,128,28,86,0.648185,
2,-1,53,308,15,34,0.558418,
2,-1,768,325,16,29,0.339931,
2,-1,703,266,10,24,0.162334,
2,-1,636,202,28,36,0.486112,
2,-1,490,265,22,23,0.726358,
2,-1,788,411,21,60,0.800881,
2,-1,294,359,19,73,0.652455,
2,-1,238,369,18,72,0.636171,
2,-1,703,265,11,24,0.163752,
3,-1,844,217,19,53,0.774116,
3,-1,37,128,28,86,0.638151,
3,-1,53,308,15,34,0.531418,
3,-1,767,325,17,29,0.356515,
3,-1,703,266,9,24,0.159845,
3,-1,636,202,28,36,0.502892,
3,-1,491,266,22,23,0.723395,
3,-1,790,411,22,60,0.774116,
3,-1,297,353,19,80,0.271705,
3,-1,240,368,17,71,0.190199,
3,-1,703,265,11,24,0.159666,
4,-1,844,217,19,53,0.775308,
4,-1,37,128,28,85,0.64046,
4,-1,53,308,15,34,0.493651,
4,-1,767,325,17,29,0.341915,
4,-1,703,266,10,25,0.169498,
4,-1,636,202,28,36,0.511334,
4,-1,492,269,23,22,0.738641,
4,-1,789,411,27,59,0.751128,
4,-1,241,369,17,70,0.475813,
4,-1,299,357,17,70,0.405932,
4,-1,703,265,11,25,0.178999,
5,-1,844,217,19,53,0.777062,
5,-1,37,128,28,86,0.641178,
5,-1,53,308,15,34,0.460133,
5,-1,767,325,17,29,0.34727,
5,-1,703,266,10,25,0.161426,
5,-1,636,203,28,35,0.513809,
5,-1,492,269,23,22,0.735092,
5,-1,790,411,26,60,0.736505,
5,-1,241,369,18,70,0.659852,
5,-1,300,354,16,73,0.195342,
5,-1,703,265,11,25,0.18753,
6,-1,844,217,19,53,0.774039,
6,-1,37,128,28,87,0.649906,
6,-1,53,308,15,34,0.435744,
6,-1,767,325,17,29,0.384265,
6,-1,703,266,9,25,0.194678,
6,-1,636,202,28,36,0.491139,
6,-1,492,270,24,22,0.762293,
6,-1,797,412,22,58,0.767956,
6,-1,244,369,16,72,0.369989,
7,-1,844,217,19,53,0.773604,
7,-1,37,128,28,88,0.656533,
7,-1,53,308,15,34,0.43486,
7,-1,767,325,17,29,0.380013,
7,-1,703,266,9,25,0.190524,
7,-1,636,202,28,36,0.487058,
7,-1,492,271,26,23,0.772498,
7,-1,797,409,24,63,0.74057,
7,-1,244,370,16,71,0.557246,
7,-1,303,336,18,92,0.358707,
8,-1,844,217,19,53,0.773309,
8,-1,37,128,28,87,0.645249,
8,-1,53,308,15,34,0.431969,
8,-1,767,325,17,29,0.388278,
8,-1,703,266,10,25,0.189486,
8,-1,636,202,28,36,0.489648,
8,-1,492,271,26,23,0.744239,
8,-1,800,409,22,62,0.753411,
8,-1,244,370,17,70,0.382934,
8,-1,303,345,14,86,0.293324,
8,-1,703,265,10,25,0.185922,
9,-1,844,217,19,53,0.773452,
9,-1,37,128,28,88,0.653398,
9,-1,53,308,15,34,0.498136,
9,-1,767,325,16,29,0.368911,
9,-1,703,266,9,25,0.181124,
9,-1,636,202,28,36,0.486395,
9,-1,492,272,26,23,0.73885,
9,-1,802,410,22,62,0.749839,
9,-1,304,336,19,94,0.644877,
9,-1,246,369,15,72,0.573058,
9,-1,703,265,10,25,0.17777,
10,-1,844,217,19,53,0.77379,
10,-1,37,128,28,87,0.65921,
10,-1,53,308,15,34,0.539299,
10,-1,767,325,16,29,0.37526,
10,-1,324,291,12,25,0.189587,
10,-1,703,266,9,25,0.151554,
10,-1,636,202,28,37,0.502548,
10,-1,493,272,25,24,0.766211,
10,-1,804,412,22,60,0.76656,
10,-1,247,369,15,71,0.622766,
10,-1,307,333,15,88,0.217817,
10,-1,703,265,10,24,0.181626,
11,-1,844,217,19,53,0.776177,
11,-1,37,128,28,87,0.652553,
11,-1,53,308,15,34,0.535462,
11,-1,767,325,16,29,0.373533,
11,-1,324,291,12,26,0.202334,
11,-1,703,266,9,25,0.153891,
11,-1,636,202,28,37,0.505755,
11,-1,493,272,25,24,0.753995,
11,-1,805,412,22,60,0.749759,
11,-1,247,370,15,71,0.608294,
11,-1,703,265,11,24,0.179631,
12,-1,844,217,19,53,0.776273,
12,-1,37,128,28,87,0.656723,
12,-1,53,308,15,34,0.540495,
12,-1,767,325,16,29,0.357679,
12,-1,703,265,11,24,0.16134,
12,-1,636,202,28,37,0.508596,
12,-1,495,273,23,24,0.723266,
12,-1,807,412,23,60,0.756869,
12,-1,247,370,17,72,0.718475,
12,-1,309,346,15,84,0.29331,
12,-1,703,265,11,24,0.181504,
13,-1,844,217,19,53,0.777678,
13,-1,37,128,28,87,0.649778,
13,-1,53,308,15,35,0.467639,
13,-1,768,325,15,29,0.362881,
13,-1,703,266,10,25,0.176,
13,-1,636,202,28,37,0.499375,
13,-1,495,273,24,26,0.735128,
13,-1,809,410,23,62,0.735537,
13,-1,249,370,15,70,0.670388,
13,-1,310,334,23,98,0.576699,
13,-1,703,265,11,25,0.189499,
14,-1,844,217,19,53,0.775492,
14,-1,37,128,28,87,0.652293,
14,-1,53,308,15,34,0.46423,
14,-1,768,325,15,29,0.37057,
14,-1,703,266,10,25,0.180832,
14,-1,636,202,28,37,0.493328,
14,-1,495,273,24,26,0.740737,
14,-1,810,410,24,63,0.735608,
14,-1,250,370,15,70,0.70544,
14,-1,310,339,21,94,0.581958,
14,-1,703,265,11,25,0.203304,
15,-1,845,216,18,54,0.774164,
15,-1,37,128,28,87,0.656672,
15,-1,53,308,15,34,0.459174,
15,-1,768,325,15,29,0.382675,
15,-1,703,266,10,25,0.174051,
15,-1,636,202,28,36,0.48852,
15,-1,495,273,24,28,0.75277,
15,-1,814,410,22,63,0.710757,
15,-1,250,370,16,73,0.682702,
15,-1,313,337,21,94,0.434055,
15,-1,703,266,11,24,0.175281,
16,-1,845,216,18,54,0.777906,
16,-1,37,128,28,88,0.664786,
16,-1,53,308,15,34,0.483257,
16,-1,768,325,15,29,0.383911,
16,-1,703,266,9,25,0.173829,
16,-1,636,202,28,36,0.493746,
16,-1,496,275,25,28,0.741657,
16,-1,817,412,21,59,0.735763,
16,-1,251,371,16,70,0.704954,
16,-1,314,341,20,91,0.339262,
17,-1,845,217,18,53,0.778813,
17,-1,37,128,28,88,0.666453,
17,-1,53,308,15,34,0.503447,
17,-1,767,325,16,29,0.365978,
17,-1,703,266,9,25,0.167014,
17,-1,636,202,28,37,0.501924,
17,-1,496,275,25,28,0.736548,
17,-1,818,413,21,59,0.74205,
17,-1,251,372,16,70,0.723581,
17,-1,703,266,10,24,0.16865,
18,-1,844,217,19,53,0.782274,
18,-1,37,128,28,88,0.665556,
18,-1,53,308,15,34,0.546702,
18,-1,767,325,16,29,0.371012,
18,-1,703,265,10,24,0.165591,
18,-1,636,202,28,37,0.510586,
18,-1,497,275,25,29,0.75646,
18,-1,818,414,24,58,0.757413,
18,-1,253,371,16,72,0.709863,
19,-1,845,217,18,53,0.78494,
19,-1,37,128,28,86,0.652833,
19,-1,53,308,15,34,0.520125,
19,-1,767,325,16,29,0.357104,
19,-1,703,265,11,24,0.142225,
19,-1,636,202,28,37,0.521439,
19,-1,499,276,24,29,0.730842,
19,-1,819,414,26,58,0.792717,
19,-1,254,372,16,71,0.707654,
19,-1,319,329,18,99,0.295656,
20,-1,845,217,18,53,0.790882,
20,-1,37,128,28,86,0.654925,
20,-1,53,308,15,34,0.511067,
20,-1,767,325,16,29,0.359191,
20,-1,704,265,10,24,0.145879,
20,-1,636,202,28,37,0.51845,
20,-1,499,277,24,29,0.752771,
20,-1,820,416,26,57,0.760644,
20,-1,254,372,16,71,0.706797,
21,-1,845,217,18,53,0.789429,
21,-1,37,128,28,87,0.667069,
21,-1,53,308,15,34,0.47537,
