0,-1,282,90,5,12,0.466017,
0,-1,256,136,4,12,0.38673,
0,-1,12,53,9,28,0.309898,
0,-1,212,84,8,14,0.495001,
0,-1,301,148,5,10,0.463467,
0,-1,179,146,19,22,0.679046,
1,-1,282,90,5,12,0.460154,
1,-1,256,136,4,12,0.384934,
1,-1,12,53,9,28,0.333609,
1,-1,212,84,8,14,0.474186,
1,-1,180,145,17,23,0.580286,
1,-1,159,95,8,6,0.22866,
1,-1,301,148,5,10,0.476429,
2,-1,212,84,8,14,0.474816,
2,-1,282,90,5,12,0.479814,
2,-1,256,136,4,12,0.38284,
2,-1,12,53,9,29,0.272718,
2,-1,180,145,17,23,0.580694,
2,-1,159,95,8,6,0.275908,
2,-1,301,148,4,10,0.451377,
3,-1,282,91,5,11,0.460568,
3,-1,256,136,5,11,0.432654,
3,-1,12,53,9,29,0.31268,
3,-1,211,84,9,14,0.546467,
3,-1,180,146,17,22,0.677697,
3,-1,158,96,9,5,0.213758,
3,-1,301,148,4,10,0.3758,
3,-1,110,151,7,15,0.25374,
4,-1,211,84,9,14,0.554934,
4,-1,282,91,5,11,0.462451,
4,-1,256,136,5,11,0.433678,
4,-1,12,53,9,29,0.329359,
4,-1,301,148,4,10,0.264509,
4,-1,110,151,7,15,0.247548,
4,-1,179,145,18,24,0.642948,
4,-1,289,173,7,5,0.16326,
5,-1,211,84,9,14,0.576981,
5,-1,282,91,5,11,0.456127,
5,-1,256,136,5,11,0.419761,
5,-1,12,53,9,29,0.372301,
5,-1,179,145,19,24,0.635554,
5,-1,110,151,7,15,0.285646,
6,-1,211,84,9,14,0.569968,
6,-1,282,91,5,11,0.451122,
6,-1,256,136,5,11,0.425564,
6,-1,12,53,9,29,0.213491,
6,-1,179,146,19,23,0.692799,
6,-1,110,151,6,15,0.265655,
7,-1,212,84,8,14,0.550298,
7,-1,282,90,5,12,0.477798,
7,-1,256,136,4,12,0.363006,
7,-1,180,146,18,23,0.697276,
7,-1,158,96,8,5,0.198273,
7,-1,110,151,6,15,0.270826,
8,-1,212,84,8,14,0.562977,
8,-1,282,90,5,12,0.467846,
8,-1,256,136,4,12,0.342663,
8,-1,180,145,18,25,0.708142,
8,-1,158,96,8,5,0.224498,
8,-1,110,151,6,15,0.206483,
9,-1,212,84,8,14,0.511798,
9,-1,282,90,5,12,0.510508,
9,-1,256,136,5,12,0.352751,
9,-1,180,145,18,25,0.689432,
9,-1,158,96,8,5,0.206531,
10,-1,212,84,8,14,0.511304,
10,-1,282,90,5,12,0.491289,
10,-1,256,136,4,12,0.364992,
10,-1,180,146,18,24,0.687596,
10,-1,157,96,9,5,0.196511,
10,-1,302,149,3,10,0.39384,
11,-1,212,84,8,14,0.534603,
11,-1,282,90,5,12,0.514419,
11,-1,256,136,4,12,0.356396,
11,-1,180,146,18,24,0.679488,
11,-1,302,149,3,9,0.435166,
12,-1,211,84,9,14,0.551615,
12,-1,282,91,5,11,0.507787,
12,-1,256,136,4,11,0.415559,
12,-1,12,53,9,30,0.34208,
12,-1,302,149,3,9,0.500704,
12,-1,109,151,7,16,0.294432,
12,-1,292,152,5,7,0.187539,
12,-1,180,146,17,23,0.674008,
13,-1,211,84,9,14,0.555254,
13,-1,282,91,5,11,0.532067,
13,-1,256,136,4,12,0.38253,
13,-1,12,53,9,30,0.34484,
13,-1,301,148,4,10,0.530082,
13,-1,109,151,8,15,0.313117,
13,-1,115,148,6,17,0.269563,
13,-1,290,152,5,7,0.18035,
13,-1,180,147,17,22,0.671932,
14,-1,211,84,9,14,0.559562,
14,-1,282,91,5,11,0.5305,
14,-1,256,136,4,12,0.395303,
14,-1,11,53,10,31,0.340815,
14,-1,301,148,4,10,0.515325,
14,-1,109,151,8,16,0.339561,
14,-1,115,148,6,17,0.241702,
14,-1,289,152,6,7,0.220935,
14,-1,180,147,17,22,0.681802,
15,-1,211,84,9,14,0.542097,
15,-1,282,90,5,12,0.49855,
15,-1,256,136,4,11,0.379928,
15,-1,11,53,10,31,0.306915,
15,-1,180,148,17,21,0.666321,
15,-1,301,148,4,10,0.466468,
15,-1,110,151,7,15,0.419115,
15,-1,115,148,6,16,0.317456,
16,-1,212,84,8,14,0.507403,
16,-1,282,90,5,12,0.490203,
16,-1,256,136,4,11,0.377847,
16,-1,11,54,10,31,0.252898,
16,-1,180,148,17,21,0.647547,
16,-1,301,149,4,9,0.514182,
16,-1,110,151,7,26,0.328961,
16,-1,115,148,6,15,0.273691,
16,-1,287,150,3,6,0.266142,
16,-1,110,150,8,15,0.201038,
17,-1,212,84,8,14,0.494658,
17,-1,282,90,5,12,0.510369,
17,-1,256,136,4,11,0.355868,
17,-1,12,53,9,29,0.245176,
17,-1,180,148,17,21,0.649976,
17,-1,301,149,4,9,0.512502,
17,-1,110,151,7,16,0.34809,
17,-1,116,148,5,14,0.203713,
17,-1,285,148,4,7,0.140841,
18,-1,212,84,8,14,0.473512,
18,-1,282,90,5,12,0.501225,
18,-1,256,136,4,11,0.359529,
18,-1,12,53,9,29,0.330184,
18,-1,180,148,17,21,0.651375,
18,-1,157,96,10,5,0.216139,
18,-1,301,149,4,9,0.494998,
18,-1,110,150,7,26,0.344819,
18,-1,115,148,6,14,0.22561,
18,-1,284,148,4,7,0.186061,
19,-1,212,84,8,14,0.479847,
19,-1,282,90,5,12,0.525577,
19,-1,256,136,4,11,0.34604,
19,-1,12,53,9,29,0.337079,
19,-1,180,148,17,21,0.650762,
19,-1,157,96,10,5,0.22193,
19,-1,301,149,4,9,0.494586,
19,-1,109,151,8,25,0.393718,
20,-1,212,84,9,14,0.519469,
20,-1,23,168,12,38,0.706682,
20,-1,9,173,8,34,0.682473,
20,-1,16,172,10,36,0.655201,
20,-1,92,116,6,15,0.650218,
20,-1,301,148,5,10,0.526535,
20,-1,81,125,6,19,0.336655,
20,-1,256,136,4,11,0.288899,
20,-1,226,121,19,18,0.279562,
20,-1,11,53,10,33,0.243382,
21,-1,211,84,9,14,0.577452,
21,-1,9,173,8,33,0.698831,
21,-1,26,169,11,34,0.687409,
21,-1,92,116,6,17,0.66416,
21,-1,17,173,8,35,0.635966,
21,-1,301,148,5,10,0.530274,
21,-1,256,136,4,11,0.294886,
21,-1,81,125,6,20,0.20062,
21,-1,226,121,17,19,0.317007,
21,-1,11,53,10,33,0.351618,
22,-1,211,84,9,14,0.554563,
22,-1,10,173,8,34,0.741696,
22,-1,92,116,6,17,0.733483,
22,-1,26,168,11,36,0.695851,
22,-1,301,148,5,10,0.537735,
22,-1,18,173,8,34,0.509358,
22,-1,81,124,6,21,0.349928,
22,-1,256,136,4,11,0.298878,
22,-1,225,121,17,17,0.355855,
22,-1,11,53,10,33,0.343162,
22,-1,256,136,4,12,0.215773,
23,-1,211,84,9,14,0.543083,
23,-1,92,116,5,17,0.739579,
23,-1,10,173,8,33,0.682971,
23,-1,26,168,11,36,0.663771,
23,-1,18,173,9,34,0.63161,
23,-1,301,148,5,10,0.526011,
23,-1,81,125,6,18,0.341512,
23,-1,256,136,4,11,0.277594,
23,-1,230,131,10,9,0.321932,
23,-1,239,132,8,9,0.250161,
23,-1,11,53,10,33,0.322015,
23,-1,256,136,4,12,0.213715,
