1,-1,845,217,18,51,0.704451,
1,-1,35,128,29,85,0.664814,
1,-1,783,328,13,26,0.393102,
1,-1,53,309,15,33,0.328078,
1,-1,768,325,15,29,0.298296,
1,-1,636,204,26,34,0.698102,
1,-1,536,349,53,56,0.798244,
1,-1,827,310,33,31,0.377451,
1,-1,483,229,20,13,0.314229,
1,-1,906,355,12,26,0.489499,
1,-1,342,361,15,39,0.453224,
1,-1,934,340,11,28,0.373545,
1,-1,330,366,12,34,0.254445,
1,-1,331,365,22,36,0.246465,
2,-1,844,217,19,52,0.708977,
2,-1,35,129,29,84,0.655622,
2,-1,783,328,13,26,0.398264,
2,-1,53,309,15,34,0.323493,
2,-1,768,325,15,29,0.301794,
2,-1,636,204,26,34,0.70124,
2,-1,536,349,54,58,0.800433,
2,-1,827,310,33,31,0.376076,
2,-1,480,229,23,13,0.26664,
2,-1,906,354,11,27,0.510334,
2,-1,342,361,15,38,0.442008,
2,-1,933,340,11,28,0.433042,
2,-1,330,365,22,36,0.247992,
2,-1,329,368,13,34,0.202198,
2,-1,930,379,24,26,0.142534,
3,-1,844,217,19,52,0.708204,
3,-1,35,129,28,83,0.650617,
3,-1,783,328,13,26,0.398802,
3,-1,53,309,15,34,0.326699,
3,-1,768,325,15,29,0.296483,
3,-1,636,204,26,34,0.701207,
3,-1,536,349,56,58,0.807844,
3,-1,827,310,33,31,0.381679,
3,-1,479,229,24,13,0.226036,
3,-1,906,354,11,27,0.492699,
3,-1,342,361,15,38,0.418803,
3,-1,933,340,10,26,0.290952,
3,-1,331,365,21,36,0.254661,
3,-1,329,367,12,34,0.188266,
3,-1,925,378,20,28,0.18217,
4,-1,844,217,19,52,0.712351,
4,-1,35,129,28,82,0.611976,
4,-1,783,328,12,26,0.373535,
4,-1,53,309,15,34,0.307585,
4,-1,768,326,14,29,0.238701,
4,-1,635,204,27,34,0.68091,
4,-1,536,350,56,57,0.809931,
4,-1,827,310,32,31,0.358814,
4,-1,905,355,12,26,0.443557,
4,-1,341,361,17,38,0.383641,
4,-1,335,363,18,37,0.297283,
4,-1,932,339,10,27,0.245866,
4,-1,329,366,13,34,0.199209,
5,-1,844,217,19,53,0.71125,
5,-1,35,128,28,82,0.582711,
5,-1,783,328,12,26,0.36825,
5,-1,53,309,15,33,0.232219,
5,-1,768,326,13,29,0.220971,
5,-1,635,204,27,34,0.668751,
5,-1,536,350,56,57,0.810322,
5,-1,827,310,32,31,0.382226,
5,-1,905,355,12,27,0.396977,
5,-1,341,360,17,38,0.339393,
5,-1,333,364,19,37,0.249729,
5,-1,932,339,10,27,0.216486,
5,-1,914,382,17,18,0.164221,
6,-1,844,217,19,52,0.70268,
6,-1,35,129,28,81,0.580334,
6,-1,783,328,12,26,0.374002,
6,-1,53,309,15,33,0.254592,
6,-1,768,326,13,29,0.218611,
